"","Transect","RouteNumber","Year","CountryNum","NumStops","TA","ObsN","StartWind","RunType","FirstObs","Forest.cover"
"1","11003.2000",11003,2000,124,5,1,1030167,2,1,1,0.624350546
"2","11003.2001",11003,2001,124,5,0,1030167,3,1,1,0.624350546
"3","11003.2002",11003,2002,124,5,0,1030167,2,1,1,0.624350546
"4","11003.2003",11003,2003,124,5,0,1030167,1,1,1,0.624350546
"5","11003.2004",11003,2004,124,5,0,1030167,1,1,1,0.624350546
"6","11003.2005",11003,2005,124,5,0,1030167,1,1,1,0.624350546
"7","11003.2006",11003,2006,124,5,0,1030167,0,1,1,0.624297529
"8","11003.2007",11003,2007,124,5,0,1030167,1,1,1,0.624297529
"9","11003.2008",11003,2008,124,5,1,1030167,2,1,1,0.624297529
"10","11003.2009",11003,2009,124,5,0,1030167,1,1,1,0.624191496
"11","11003.2010",11003,2010,124,5,0,1030167,1,1,1,0.624191496
"12","11003.2011",11003,2011,124,5,0,1030167,3,1,1,0.624191496
"13","11003.2012",11003,2012,124,2,0,1030167,2,1,1,0.677075602
"14","11003.2013",11003,2013,124,3,0,1030167,2,1,1,0.677128618
"15","11003.2014",11003,2014,124,3,0,1030167,1,1,1,0.67662496
"16","11003.2015",11003,2015,124,3,0,1030167,1,1,1,0.67662496
"17","11003.2016",11003,2016,124,3,1,1030167,1,1,1,0.67662496
"18","11003.2017",11003,2017,124,4,0,1030167,2,1,1,0.571837557
"19","11003.2018",11003,2018,124,4,0,1030167,0,1,1,0.523459866
"20","11003.2019",11003,2019,124,4,0,1030167,0,1,1,0.518317252
"21","11004.2010",11004,2010,124,10,51,1000579,0,0,2,0.39084698
"22","11004.2011",11004,2011,124,10,13,1000579,0,0,1,0.390765644
"23","11004.2012",11004,2012,124,10,19,1000579,0,1,1,0.404131873
"24","11004.2013",11004,2013,124,10,43,1000579,0,1,1,0.404402993
"25","11004.2014",11004,2014,124,10,24,1000579,1,0,1,0.404213209
"26","11004.2015",11004,2015,124,10,34,1000579,1,0,1,0.404213209
"27","11004.2018",11004,2018,124,10,36,990935,0,0,2,0.389816723
"28","11004.2019",11004,2019,124,10,43,990935,1,1,1,0.389301594
"29","11005.2000",11005,2000,124,5,4,1090269,0,1,1,0.443553533
"30","11005.2001",11005,2001,124,5,6,1090269,1,0,1,0.443442555
"31","11005.2002",11005,2002,124,5,5,1090269,0,1,1,0.443387065
"32","11005.2003",11005,2003,124,5,6,1090269,2,1,1,0.440862303
"33","11005.2004",11005,2004,124,5,3,1090269,0,1,1,0.436867075
"34","11005.2005",11005,2005,124,5,4,1090269,0,1,1,0.436367672
"35","11005.2006",11005,2006,124,5,0,1090269,1,1,1,0.434924951
"36","11005.2007",11005,2007,124,5,1,1090269,0,1,1,0.434453292
"37","11005.2008",11005,2008,124,5,3,1090269,0,1,1,0.434453292
"38","11005.2009",11005,2009,124,5,5,1090269,0,1,1,0.434286824
"39","11005.2010",11005,2010,124,5,5,1090269,0,1,1,0.434286824
"40","11005.2018",11005,2018,124,5,5,1041171,1,1,2,0.434009378
"41","11005.2019",11005,2019,124,5,6,1041171,0,1,1,0.430263852
"42","11006.2001",11006,2001,124,7,20,980823,1,1,2,0.700664434
"43","11006.2002",11006,2002,124,7,20,980823,0,1,1,0.700193575
"44","11006.2003",11006,2003,124,7,18,980823,0,1,1,0.698467092
"45","11006.2004",11006,2004,124,8,12,980823,0,1,1,0.69626975
"46","11006.2005",11006,2005,124,8,19,980823,0,1,1,0.69626975
"47","11006.2006",11006,2006,124,8,17,980823,1,1,1,0.695511144
"48","11006.2007",11006,2007,124,8,11,980823,0,1,1,0.695380349
"49","11006.2008",11006,2008,124,8,19,980823,0,1,1,0.694987967
"50","11006.2009",11006,2009,124,8,24,980823,0,1,1,0.693287643
"51","11006.2010",11006,2010,124,8,21,980823,0,1,1,0.692973737
"52","11006.2011",11006,2011,124,8,12,980823,0,1,1,0.692869101
"53","11006.2012",11006,2012,124,8,9,980823,0,1,1,0.694726379
"54","11006.2013",11006,2013,124,8,8,980823,0,1,1,0.69425552
"55","11006.2014",11006,2014,124,8,9,980823,0,1,1,0.684367479
"56","11006.2015",11006,2015,124,8,9,980823,0,1,1,0.680129748
"57","11006.2016",11006,2016,124,8,11,980823,0,1,1,0.679580412
"58","11006.2017",11006,2017,124,8,16,980823,0,1,1,0.678141676
"59","11006.2018",11006,2018,124,8,6,980823,0,1,1,0.676807576
"60","11007.2000",11007,2000,124,7,21,1000095,2,1,1,0.572793997
"61","11007.2001",11007,2001,124,7,35,1000095,1,1,1,0.571342499
"62","11007.2002",11007,2002,124,7,25,1000095,2,1,1,0.568384729
"63","11007.2003",11007,2003,124,7,18,1000095,4,1,1,0.567234485
"64","11007.2005",11007,2005,124,7,26,1000095,4,1,1,0.563427726
"65","11007.2007",11007,2007,124,7,36,1000095,3,1,1,0.561483267
"66","11007.2008",11007,2008,124,7,26,1000095,0,1,1,0.559566194
"67","11007.2009",11007,2009,124,7,23,1000095,3,1,1,0.558991072
"68","11007.2010",11007,2010,124,7,15,1000095,1,1,1,0.558936298
"69","11007.2015",11007,2015,124,7,25,981387,3,1,2,0.55841595
"70","11008.2000",11008,2000,124,6,19,990404,0,1,1,0.619468311
"71","11008.2002",11008,2002,124,6,21,990404,0,1,1,0.618310125
"72","11008.2003",11008,2003,124,6,5,1020376,0,1,2,0.618202386
"73","11008.2004",11008,2004,124,6,17,1020376,0,1,1,0.618094648
"74","11008.2005",11008,2005,124,6,18,1020376,0,1,1,0.617717564
"75","11008.2013",11008,2013,124,7,5,981302,0,1,2,0.62181162
"76","11009.2000",11009,2000,124,6,0,1150240,0,1,1,0.693801216
"77","11009.2001",11009,2001,124,6,1,1150240,0,1,1,0.687291209
"78","11009.2002",11009,2002,124,6,0,1150240,0,1,1,0.685035548
"79","11009.2003",11009,2003,124,6,0,1150240,2,1,1,0.683322388
"80","11009.2004",11009,2004,124,6,1,1150240,2,1,1,0.682865545
"81","11009.2005",11009,2005,124,6,0,1150240,2,1,1,0.676840933
"82","11009.2006",11009,2006,124,6,0,1150240,2,1,1,0.674956457
"83","11009.2007",11009,2007,124,7,0,1150240,0,1,1,0.66470605
"84","11009.2008",11009,2008,124,7,0,1150240,1,1,1,0.657196699
"85","11009.2009",11009,2009,124,7,0,1150240,2,1,1,0.654141564
"86","11009.2010",11009,2010,124,7,0,1150240,2,1,1,0.651486166
"87","11009.2011",11009,2011,124,7,0,1150240,2,1,1,0.650915113
"88","11009.2012",11009,2012,124,7,2,1150240,2,1,1,0.678325672
"89","11010.2000",11010,2000,124,6,14,1150240,5,0,1,0.431317506
"90","11010.2001",11010,2001,124,6,51,1150240,2,1,1,0.431264036
"91","11010.2002",11010,2002,124,6,0,1150240,2,1,1,0.430729334
"92","11010.2003",11010,2003,124,6,4,1150240,2,1,1,0.429980751
"93","11010.2004",11010,2004,124,6,11,1150240,0,1,1,0.429419313
"94","11010.2005",11010,2005,124,6,10,1150240,2,1,1,0.428296439
"95","11010.2006",11010,2006,124,6,6,1150240,2,1,1,0.422361245
"96","11010.2007",11010,2007,124,6,16,1150240,2,1,1,0.422013688
"97","11010.2008",11010,2008,124,6,7,1150240,0,1,1,0.420222436
"98","11010.2009",11010,2009,124,6,1,1150240,4,1,1,0.418484654
"99","11010.2011",11010,2011,124,6,9,1150240,2,1,1,0.417949952
"100","11010.2012",11010,2012,124,6,1,1150240,2,1,1,0.423457384
"101","11016.2014",11016,2014,124,10,7,1190910,0,0,2,0.294927304
"102","11016.2015",11016,2015,124,10,8,1190910,0,0,1,0.294927304
"103","11016.2016",11016,2016,124,10,9,1190910,2,0,1,0.294178961
"104","11016.2017",11016,2017,124,10,13,1190910,0,1,1,0.294018602
"105","11016.2018",11016,2018,124,10,10,1190910,2,1,1,0.293965149
"106","11019.2000",11019,2000,124,4,4,1150385,0,1,1,0.701298382
"107","11019.2001",11019,2001,124,4,10,1150385,0,1,1,0.701052476
"108","11019.2002",11019,2002,124,4,13,1150385,0,1,1,0.69689667
"109","11019.2005",11019,2005,124,4,9,1150385,0,1,1,0.6934294
"110","11019.2006",11019,2006,124,4,4,1150385,0,1,1,0.691904785
"111","11019.2008",11019,2008,124,4,7,1150385,0,1,1,0.672502828
"112","11019.2010",11019,2010,124,4,9,1150385,0,1,1,0.672060198
"113","11019.2011",11019,2011,124,4,4,1150385,0,1,1,0.672060198
"114","11019.2015",11019,2015,124,4,15,1080672,1,1,2,0.656445188
"115","11019.2016",11019,2016,124,4,16,1080672,2,1,1,0.64744504
"116","11019.2017",11019,2017,124,4,10,1080672,0,1,1,0.627182413
"117","11019.2018",11019,2018,124,4,9,1080672,1,1,1,0.625731569
"118","11019.2019",11019,2019,124,4,9,1080672,0,1,1,0.625731569
"119","11020.2000",11020,2000,124,6,6,1090715,0,1,2,0.378611317
"120","11020.2001",11020,2001,124,6,15,1090715,1,1,1,0.378483821
"121","11020.2002",11020,2002,124,6,13,1090715,1,1,1,0.378432823
"122","11020.2003",11020,2003,124,6,31,1090715,1,1,1,0.378279828
"123","11020.2004",11020,2004,124,6,42,1090715,0,0,1,0.377412857
"124","11020.2005",11020,2005,124,6,25,1090715,0,1,1,0.376749879
"125","11020.2006",11020,2006,124,6,27,1090715,1,1,1,0.376316393
"126","11020.2007",11020,2007,124,6,14,1090715,0,1,1,0.376316393
"127","11020.2008",11020,2008,124,6,11,1090715,1,1,1,0.376086901
"128","11020.2009",11020,2009,124,6,29,1090715,1,1,1,0.376010404
"129","11020.2010",11020,2010,124,6,32,1090715,0,1,1,0.376010404
"130","11020.2011",11020,2011,124,6,53,1090715,0,1,1,0.376010404
"131","11020.2012",11020,2012,124,6,35,1090715,1,1,1,0.386822041
"132","11020.2013",11020,2013,124,6,25,1151502,0,1,2,0.386822041
"133","11020.2014",11020,2014,124,6,38,1151502,0,0,1,0.386618048
"134","11020.2015",11020,2015,124,6,65,1151502,0,0,1,0.386490553
"135","11020.2016",11020,2016,124,6,34,1151502,0,0,1,0.386133565
"136","11020.2017",11020,2017,124,6,60,1151502,1,1,1,0.3850881
"137","11023.2000",11023,2000,124,11,1,1040233,3,1,1,0.301226011
"138","11023.2002",11023,2002,124,11,0,1150880,2,1,2,0.299913365
"139","11023.2003",11023,2003,124,11,1,1150880,2,1,1,0.299755848
"140","11023.2004",11023,2004,124,11,1,1150880,1,1,1,0.297550603
"141","11023.2005",11023,2005,124,11,0,1150880,2,0,1,0.297550603
"142","11023.2006",11023,2006,124,11,2,1150880,2,1,1,0.293717676
"143","11023.2007",11023,2007,124,11,3,1150880,0,1,1,0.291617442
"144","11023.2008",11023,2008,124,11,1,1150880,3,1,1,0.29132866
"145","11023.2010",11023,2010,124,11,5,1150880,0,1,1,0.290436061
"146","11023.2012",11023,2012,124,11,1,1150880,1,1,1,0.290094773
"147","11029.2000",11029,2000,124,11,29,1220025,1,1,1,0.353933025
"148","11029.2001",11029,2001,124,11,39,1220025,1,1,1,0.353174914
"149","11029.2002",11029,2002,124,11,59,1220025,1,1,1,0.352887355
"150","11029.2003",11029,2003,124,11,33,1220025,0,1,1,0.352233812
"151","11029.2005",11029,2005,124,11,31,1220025,0,1,1,0.344365148
"152","11029.2006",11029,2006,124,11,54,1220025,0,1,1,0.341332706
"153","11029.2007",11029,2007,124,11,23,1220025,0,1,1,0.340992863
"154","11029.2008",11029,2008,124,11,26,1220025,1,1,1,0.340888296
"155","11029.2009",11029,2009,124,11,19,1220025,2,0,1,0.340287036
"156","11029.2010",11029,2010,124,11,25,1220025,1,0,1,0.339947194
"157","11029.2011",11029,2011,124,11,23,1220025,0,0,1,0.332313805
"158","11029.2012",11029,2012,124,11,25,1220025,1,1,1,0.336470342
"159","11029.2013",11029,2013,124,11,14,1220025,1,1,1,0.328418686
"160","11029.2014",11029,2014,124,11,19,1220025,2,1,1,0.328209552
"161","11029.2015",11029,2015,124,11,23,1220025,0,1,1,0.32726845
"162","11029.2016",11029,2016,124,11,32,1220025,3,1,1,0.324601992
"163","11029.2017",11029,2017,124,11,28,1220025,0,1,1,0.312341516
"164","11029.2018",11029,2018,124,11,31,1220025,2,1,1,0.301466552
"165","11034.2005",11034,2005,124,11,40,1090954,0,1,2,0.283904202
"166","11034.2006",11034,2006,124,11,38,1090954,1,1,1,0.283562413
"167","11034.2008",11034,2008,124,11,34,1090954,0,1,1,0.283293865
"168","11034.2009",11034,2009,124,11,31,1090954,0,1,1,0.282219672
"169","11034.2010",11034,2010,124,11,33,1090954,1,1,1,0.282219672
"170","11034.2011",11034,2011,124,11,26,1090954,2,1,1,0.282146432
"171","11034.2012",11034,2012,124,11,28,1090954,0,0,1,0.283782134
"172","11036.2001",11036,2001,124,9,5,1000379,0,1,1,0.352204866
"173","11036.2002",11036,2002,124,9,3,1000379,0,1,1,0.352204866
"174","11036.2003",11036,2003,124,9,6,1000379,0,1,1,0.352022322
"175","11036.2004",11036,2004,124,9,2,1000379,0,1,1,0.351996245
"176","11037.2000",11037,2000,124,2,0,1160160,0,1,1,0.896517723
"177","11037.2001",11037,2001,124,2,0,1160160,0,1,1,0.896517723
"178","11037.2002",11037,2002,124,2,0,1160160,0,1,1,0.896517723
"179","11037.2004",11037,2004,124,2,0,1160160,0,1,1,0.896517723
"180","11037.2005",11037,2005,124,2,1,1000379,0,1,1,0.896517723
"181","11037.2014",11037,2014,124,2,0,1000379,0,1,1,0.897581608
"182","11037.2015",11037,2015,124,2,0,1000379,0,1,1,0.897581608
"183","11037.2016",11037,2016,124,2,0,1000379,0,1,1,0.897581608
"184","11037.2017",11037,2017,124,2,0,1000379,0,1,1,0.897581608
"185","11045.2000",11045,2000,124,7,16,1140109,1,1,1,0.499432708
"186","11045.2001",11045,2001,124,7,14,1140109,0,1,1,0.499216597
"187","11045.2002",11045,2002,124,7,15,1140109,0,1,1,0.497298611
"188","11045.2003",11045,2003,124,7,13,1140109,2,1,1,0.496785348
"189","11045.2004",11045,2004,124,7,11,1140109,0,1,1,0.466989032
"190","11045.2005",11045,2005,124,7,11,1140109,2,1,1,0.454859798
"191","11045.2006",11045,2006,124,7,9,1140109,2,1,1,0.452320493
"192","11045.2007",11045,2007,124,7,7,1140109,2,1,1,0.448349452
"193","11045.2008",11045,2008,124,7,14,1140109,2,1,1,0.444891674
"194","11045.2009",11045,2009,124,7,42,970382,0,1,2,0.441677022
"195","11045.2010",11045,2010,124,7,18,970382,2,1,1,0.440704522
"196","11045.2011",11045,2011,124,7,11,970382,2,1,1,0.439245772
"197","11045.2012",11045,2012,124,7,19,1070558,2,1,2,0.437895078
"198","11045.2013",11045,2013,124,7,14,1070558,1,1,1,0.439623967
"199","11045.2014",11045,2014,124,7,17,1070558,0,1,1,0.437814036
"200","11045.2015",11045,2015,124,7,20,1070558,2,1,1,0.437327786
"201","11045.2016",11045,2016,124,7,16,1070558,0,1,1,0.436598412
"202","11045.2017",11045,2017,124,7,25,1070558,3,1,1,0.435950078
"203","11045.2018",11045,2018,124,8,20,1070558,0,1,1,0.431816954
"204","11045.2019",11045,2019,124,8,15,1070558,2,1,1,0.430385218
"205","11046.2000",11046,2000,124,10,8,1010196,0,1,2,0.194401323
"206","11046.2001",11046,2001,124,10,11,1000379,0,1,1,0.194019595
"207","11046.2002",11046,2002,124,10,20,1000379,0,1,1,0.193612419
"208","11046.2003",11046,2003,124,10,20,1000379,0,1,1,0.189515205
"209","11046.2004",11046,2004,124,10,17,1000379,0,1,1,0.186715867
"210","11046.2005",11046,2005,124,10,16,1000379,0,1,1,0.185876066
"211","11046.2011",11046,2011,124,10,18,1000379,0,1,1,0.176052933
"212","11046.2015",11046,2015,124,10,18,1000379,0,1,1,0.243211605
"213","11046.2016",11046,2016,124,10,9,1000379,0,1,1,0.243135259
"214","11046.2017",11046,2017,124,10,19,1000379,0,1,1,0.24310981
"215","11048.2001",11048,2001,124,7,10,1000379,0,1,1,0.581031968
"216","11048.2002",11048,2002,124,7,7,1000379,0,1,1,0.579276584
"217","11048.2003",11048,2003,124,7,8,1000379,0,1,1,0.573169827
"218","11048.2004",11048,2004,124,7,8,1000379,0,1,1,0.559794299
"219","11048.2005",11048,2005,124,7,9,1000379,0,1,1,0.554330358
"220","11048.2007",11048,2007,124,7,8,1000379,0,1,1,0.524563008
"221","11048.2010",11048,2010,124,7,16,1000379,0,1,1,0.514104878
"222","11048.2014",11048,2014,124,8,3,1000379,1,1,1,0.579523821
"223","11048.2016",11048,2016,124,8,3,1000379,0,1,1,0.578856281
"224","11048.2017",11048,2017,124,8,5,1000379,0,1,1,0.578856281
"225","11048.2019",11048,2019,124,8,8,1000379,0,1,1,0.575147724
"226","11049.2001",11049,2001,124,1,0,1000379,0,1,1,0.833919035
"227","11049.2003",11049,2003,124,1,1,1000379,0,1,1,0.832784526
"228","11049.2004",11049,2004,124,1,0,1000379,0,1,1,0.831982069
"229","11049.2005",11049,2005,124,1,1,1000379,0,1,1,0.831650018
"230","11049.2007",11049,2007,124,1,0,1000379,0,1,1,0.831151941
"231","11049.2014",11049,2014,124,2,2,1000379,0,1,1,0.826254185
"232","11049.2016",11049,2016,124,2,0,1000379,0,1,1,0.826143501
"233","11049.2017",11049,2017,124,2,1,1000379,0,1,1,0.825783779
"234","11053.2000",11053,2000,124,8,23,1150840,0,0,1,0.556167022
"235","11053.2001",11053,2001,124,8,21,1150840,1,1,1,0.554538992
"236","11053.2002",11053,2002,124,8,14,1150840,1,0,1,0.554149183
"237","11053.2003",11053,2003,124,8,16,1150840,0,1,1,0.553919883
"238","11053.2004",11053,2004,124,8,23,1150840,1,1,1,0.548921144
"239","11053.2005",11053,2005,124,8,18,1150840,1,1,1,0.547201394
"240","11053.2006",11053,2006,124,8,23,1150840,0,1,1,0.547109674
"241","11053.2007",11053,2007,124,8,19,1150840,1,1,1,0.546765724
"242","11053.2008",11053,2008,124,8,23,1150840,1,1,1,0.546192474
"243","11053.2009",11053,2009,124,8,14,1150840,1,1,1,0.546123684
"244","11053.2010",11053,2010,124,8,15,1150840,1,1,1,0.545389925
"245","11053.2011",11053,2011,124,8,16,1150840,0,1,1,0.542317305
"246","11053.2012",11053,2012,124,8,18,1150840,1,1,1,0.543716035
"247","11053.2015",11053,2015,124,8,20,1150840,0,1,1,0.538533856
"248","11053.2017",11053,2017,124,8,17,1150840,1,1,1,0.537066336
"249","11053.2018",11053,2018,124,8,13,1150840,1,0,1,0.536607737
"250","11053.2019",11053,2019,124,8,21,1150840,0,1,1,0.536607737
"251","11055.2000",11055,2000,124,3,3,980519,1,1,1,0.894117647
"252","11055.2001",11055,2001,124,3,6,980519,0,1,1,0.893263363
"253","11055.2002",11055,2002,124,3,5,980519,0,1,1,0.89292165
"254","11055.2003",11055,2003,124,3,1,980519,1,1,1,0.883719795
"255","11055.2013",11055,2013,124,3,6,1070261,0,1,1,0.875689529
"256","11055.2014",11055,2014,124,3,3,1070261,0,1,1,0.864559434
"257","11055.2015",11055,2015,124,3,8,1070261,2,1,1,0.864559434
"258","11055.2016",11055,2016,124,3,10,1070261,1,1,1,0.86409568
"259","11055.2017",11055,2017,124,3,7,1070261,1,1,1,0.824530144
"260","11055.2018",11055,2018,124,3,8,1070261,2,1,1,0.822186966
"261","11055.2019",11055,2019,124,3,4,1070261,0,1,1,0.805613864
"262","11057.2001",11057,2001,124,1,0,1120442,0,1,2,0.767054094
"263","11057.2003",11057,2003,124,1,0,1020378,0,1,2,0.695616318
"264","11057.2004",11057,2004,124,8,2,1020378,1,1,1,0.307965879
"265","11057.2005",11057,2005,124,8,2,1020378,0,1,1,0.300595315
"266","11057.2006",11057,2006,124,8,1,1020378,0,1,1,0.29448754
"267","11057.2007",11057,2007,124,8,5,1020378,0,1,1,0.290441461
"268","11057.2008",11057,2008,124,8,4,1020378,3,1,1,0.290286833
"269","11057.2009",11057,2009,124,10,4,1020378,0,1,1,0.280725717
"270","11057.2010",11057,2010,124,10,7,1020378,1,1,1,0.276602325
"271","11057.2012",11057,2012,124,9,1,1020378,3,1,1,0.30734737
"272","11057.2014",11057,2014,124,9,3,1020378,0,1,1,0.308816329
"273","11057.2015",11057,2015,124,9,2,1020378,0,1,1,0.308816329
"274","11057.2016",11057,2016,124,9,0,1020378,0,1,1,0.308816329
"275","11057.2017",11057,2017,124,9,0,1020378,0,1,1,0.308816329
"276","11058.2000",11058,2000,124,5,2,1150840,0,1,1,0.771180735
"277","11058.2001",11058,2001,124,5,3,1150840,1,1,1,0.767167271
"278","11058.2002",11058,2002,124,5,4,1150840,2,1,1,0.75577421
"279","11058.2003",11058,2003,124,5,4,1150840,0,1,1,0.708389436
"280","11058.2004",11058,2004,124,5,4,1150840,1,1,1,0.703573278
"281","11058.2005",11058,2005,124,5,5,1150840,1,1,1,0.696297255
"282","11058.2006",11058,2006,124,5,4,1150840,0,1,1,0.694277576
"283","11058.2007",11058,2007,124,5,6,1150840,0,1,1,0.693863283
"284","11058.2008",11058,2008,124,5,2,1150840,0,1,1,0.690393578
"285","11058.2009",11058,2009,124,5,3,1150840,0,1,1,0.689694459
"286","11058.2010",11058,2010,124,5,4,1150840,1,1,1,0.689616779
"287","11058.2011",11058,2011,124,5,1,1150840,0,1,1,0.689021233
"288","11058.2012",11058,2012,124,5,4,1150840,2,1,1,0.68767478
"289","11058.2015",11058,2015,124,5,2,1150840,4,0,1,0.698135681
"290","11058.2017",11058,2017,124,5,3,1150840,0,1,1,0.698083894
"291","11058.2018",11058,2018,124,5,2,1150840,0,0,1,0.696478509
"292","11058.2019",11058,2019,124,5,2,1150840,0,1,1,0.696349042
"293","11063.2014",11063,2014,124,1,0,1000627,0,1,2,0.848866387
"294","11063.2015",11063,2015,124,1,0,1000627,0,1,1,0.848866387
"295","11063.2016",11063,2016,124,1,0,1000627,1,1,1,0.848866387
"296","11063.2017",11063,2017,124,1,0,1000627,1,1,1,0.848866387
"297","11063.2018",11063,2018,124,1,0,1000627,0,1,1,0.848422268
"298","11063.2019",11063,2019,124,1,0,1000627,0,1,1,0.848422268
"299","11065.2000",11065,2000,124,1,1,980519,1,1,1,0.573753318
"300","11065.2001",11065,2001,124,1,0,980519,0,1,1,0.573078177
"301","11065.2002",11065,2002,124,1,0,980519,1,1,1,0.56250873
"302","11065.2003",11065,2003,124,1,0,980519,0,1,1,0.562392327
"303","11065.2004",11065,2004,124,1,0,980519,0,1,1,0.562066397
"304","11065.2005",11065,2005,124,1,0,980519,0,1,1,0.562043116
"305","11065.2006",11065,2006,124,1,0,980519,0,1,1,0.558015552
"306","11065.2007",11065,2007,124,1,0,980519,2,1,1,0.550100107
"307","11065.2008",11065,2008,124,1,0,980519,0,1,1,0.538971923
"308","11065.2009",11065,2009,124,1,0,980519,1,1,1,0.530404619
"309","11065.2010",11065,2010,124,1,0,990834,0,1,2,0.504423337
"310","11068.2001",11068,2001,124,3,0,1000406,0,1,2,0.733696553
"311","11068.2002",11068,2002,124,3,0,1000406,2,1,1,0.719365155
"312","11068.2004",11068,2004,124,4,0,1000406,0,1,1,0.702570176
"313","11068.2005",11068,2005,124,4,0,1000406,2,1,1,0.701883217
"314","11068.2006",11068,2006,124,4,0,1000406,0,1,1,0.669335544
"315","11068.2007",11068,2007,124,4,0,1000406,1,1,1,0.662560701
"316","11068.2009",11068,2009,124,4,0,1000406,2,1,1,0.618832169
"317","11068.2014",11068,2014,124,4,0,1000406,0,1,1,0.683548502
"318","11068.2016",11068,2016,124,4,0,1000406,0,1,1,0.682506218
"319","11072.2000",11072,2000,124,2,0,1190194,0,0,1,0.615204404
"320","11072.2002",11072,2002,124,2,0,1190194,0,1,1,0.615204404
"321","11072.2003",11072,2003,124,2,1,1190194,0,1,1,0.61497013
"322","11072.2004",11072,2004,124,2,4,1190194,3,1,1,0.61497013
"323","11072.2006",11072,2006,124,2,0,1190194,0,1,1,0.614735856
"324","11072.2007",11072,2007,124,2,2,1190194,0,1,1,0.614571864
"325","11072.2008",11072,2008,124,2,0,1190194,0,1,1,0.614548436
"326","11072.2009",11072,2009,124,2,1,1190194,0,1,1,0.614548436
"327","11072.2010",11072,2010,124,2,0,1190194,0,0,1,0.614079888
"328","11072.2011",11072,2011,124,2,2,1190194,1,1,1,0.614079888
"329","11072.2012",11072,2012,124,2,0,1190194,3,1,1,0.614899848
"330","11072.2013",11072,2013,124,2,0,1190194,0,1,1,0.614571864
"331","11072.2014",11072,2014,124,2,2,1190194,2,1,1,0.614571864
"332","11072.2015",11072,2015,124,2,0,1190194,1,1,1,0.614571864
"333","11072.2016",11072,2016,124,2,0,1190194,3,1,1,0.614571864
"334","11072.2017",11072,2017,124,2,1,1190194,1,1,1,0.614571864
"335","11072.2018",11072,2018,124,2,1,1190194,0,1,1,0.614571864
"336","11072.2019",11072,2019,124,2,1,1190194,2,1,1,0.61424388
"337","11074.2000",11074,2000,124,9,39,1120322,2,1,1,0.497967855
"338","11074.2001",11074,2001,124,9,39,1120322,0,1,1,0.497413634
"339","11074.2002",11074,2002,124,9,34,1120322,3,1,1,0.497159616
"340","11074.2003",11074,2003,124,9,42,1120322,3,1,1,0.49665158
"341","11074.2004",11074,2004,124,9,43,1120322,1,1,1,0.484966747
"342","11074.2005",11074,2005,124,9,45,1120322,0,1,1,0.484966747
"343","11074.2006",11074,2006,124,9,28,1120322,0,1,1,0.484689636
"344","11074.2007",11074,2007,124,9,33,1120322,0,1,1,0.484689636
"345","11074.2008",11074,2008,124,9,32,1120322,0,1,1,0.480694624
"346","11074.2009",11074,2009,124,9,37,1120322,1,1,1,0.480694624
"347","11074.2010",11074,2010,124,9,35,1120322,1,1,1,0.480694624
"348","11074.2011",11074,2011,124,9,33,1120322,1,1,1,0.480671531
"349","11074.2012",11074,2012,124,9,29,1120322,0,1,1,0.532052466
"350","11074.2013",11074,2013,124,9,30,1120322,0,1,1,0.530828561
"351","11074.2014",11074,2014,124,9,27,1120322,0,1,1,0.530828561
"352","11074.2015",11074,2015,124,9,28,1120322,0,1,1,0.530828561
"353","11074.2016",11074,2016,124,9,25,1120322,0,1,1,0.523877702
"354","11074.2017",11074,2017,124,9,27,1120322,1,1,1,0.522769259
"355","11074.2018",11074,2018,124,9,20,1120322,3,1,1,0.522607611
"356","11074.2019",11074,2019,124,9,19,1120322,0,1,1,0.522399778
"357","11075.2005",11075,2005,124,3,0,1080492,0,1,2,0.825357976
"358","11075.2006",11075,2006,124,3,0,1080492,1,1,1,0.786266526
"359","11075.2007",11075,2007,124,3,0,1080492,0,1,1,0.779999085
"360","11075.2008",11075,2008,124,3,0,1080492,0,1,1,0.76325541
"361","11075.2009",11075,2009,124,3,0,1080492,1,1,1,0.754334599
"362","11075.2010",11075,2010,124,3,1,1080492,0,1,1,0.752436068
"363","11075.2011",11075,2011,124,3,1,1080492,0,1,1,0.739420834
"364","11075.2012",11075,2012,124,3,0,1080492,0,1,1,0.732878906
"365","11075.2013",11075,2013,124,3,1,1080492,1,1,1,0.741685347
"366","11075.2014",11075,2014,124,3,1,1080492,0,1,1,0.741616725
"367","11075.2015",11075,2015,124,3,0,1080492,0,1,1,0.741570978
"368","11075.2016",11075,2016,124,4,2,1080492,0,1,1,0.721762203
"369","11075.2017",11075,2017,124,4,0,1080492,0,1,1,0.712772771
"370","11075.2018",11075,2018,124,4,0,1080492,0,1,1,0.701587447
"371","11075.2019",11075,2019,124,4,0,1080492,0,1,1,0.701587447
"372","11078.2001",11078,2001,124,2,72,1160237,1,1,1,0.859520203
"373","11078.2002",11078,2002,124,2,0,1160237,1,1,1,0.859316707
"374","11078.2005",11078,2005,124,2,4,1090976,0,0,2,0.857914848
"375","11078.2006",11078,2006,124,2,93,1090976,0,0,1,0.857756574
"376","11085.2000",11085,2000,124,5,10,1120309,0,1,1,0.497883418
"377","11085.2001",11085,2001,124,5,4,1120309,0,1,1,0.497815507
