RouteName,RouteNumber,Ecoregion_L1Code,Ecoregion_L1Name
MOSSY HEAD,25003,8,EASTERN TEMPERATE FORESTS
BLOUNTSTOWN,25004,8,EASTERN TEMPERATE FORESTS
BROAD BRANCH,25005,8,EASTERN TEMPERATE FORESTS
MICCOSUKEE,25006,8,EASTERN TEMPERATE FORESTS
COVINGTON,25010,8,EASTERN TEMPERATE FORESTS
STEINHATCHEE,25011,8,EASTERN TEMPERATE FORESTS
BELMONT,25012,8,EASTERN TEMPERATE FORESTS
ROMEO,25014,8,EASTERN TEMPERATE FORESTS
FT GADSDEN,25015,8,EASTERN TEMPERATE FORESTS
ST AUGUSTINE,25018,8,EASTERN TEMPERATE FORESTS
HILLIARD,25019,8,EASTERN TEMPERATE FORESTS
SAN ANTONIO,25020,8,EASTERN TEMPERATE FORESTS
BELMORE,25021,8,EASTERN TEMPERATE FORESTS
POLK CITY,25022,8,EASTERN TEMPERATE FORESTS
CHILDS,25024,8,EASTERN TEMPERATE FORESTS
SCOTTSMOOR,25025,8,EASTERN TEMPERATE FORESTS
FT LONESOME,25027,8,EASTERN TEMPERATE FORESTS
PINECREST,25028,15,TROPICAL WET FORESTS
KENANSVILLE,25030,8,EASTERN TEMPERATE FORESTS
SANDERSON,25037,8,EASTERN TEMPERATE FORESTS
BLACKWATER,25052,8,EASTERN TEMPERATE FORESTS
BETTS,25054,8,EASTERN TEMPERATE FORESTS
MILLER XRDS,25055,8,EASTERN TEMPERATE FORESTS
HIXTOWN SWMP,25056,8,EASTERN TEMPERATE FORESTS
BLOXHAM,25057,8,EASTERN TEMPERATE FORESTS
DOWLING PARK,25058,8,EASTERN TEMPERATE FORESTS
CALLAHAN,25060,8,EASTERN TEMPERATE FORESTS
PINETTA,25061,8,EASTERN TEMPERATE FORESTS
ALLIGATOR PT,25062,8,EASTERN TEMPERATE FORESTS
FT MCCOY,25063,8,EASTERN TEMPERATE FORESTS
NOBLETON,25066,8,EASTERN TEMPERATE FORESTS
PENNYWASH CR,25067,8,EASTERN TEMPERATE FORESTS
WINTER GARDN,25068,8,EASTERN TEMPERATE FORESTS
KISSIMMEE,25069,8,EASTERN TEMPERATE FORESTS
ARBUCKLE,25073,8,EASTERN TEMPERATE FORESTS
HOMESTEAD,25079,15,TROPICAL WET FORESTS
PALMDALE,25082,8,EASTERN TEMPERATE FORESTS
ARIPEKA,25085,8,EASTERN TEMPERATE FORESTS
ALVA,25086,8,EASTERN TEMPERATE FORESTS
WEAVER STN,25087,15,TROPICAL WET FORESTS
BRISTOL,25108,8,EASTERN TEMPERATE FORESTS
ISLAND GROVE,25113,8,EASTERN TEMPERATE FORESTS
CITRUS PARK,25116,8,EASTERN TEMPERATE FORESTS
LAKE BUFFUM,25129,8,EASTERN TEMPERATE FORESTS
FLAMINGO,25135,15,TROPICAL WET FORESTS
REDLANDS,25178,15,TROPICAL WET FORESTS
CARD SOUND,25180, , 
APALACHICOLA,25901,8,EASTERN TEMPERATE FORESTS
OSCEOLA,25902,8,EASTERN TEMPERATE FORESTS
OCALA,25903,8,EASTERN TEMPERATE FORESTS
GREEN SWAMP,25906,8,EASTERN TEMPERATE FORESTS
CORBETT,25911,8,EASTERN TEMPERATE FORESTS
HOLEY LAND,25912,15,TROPICAL WET FORESTS
RIDGE HARBOR,25916,8,EASTERN TEMPERATE FORESTS
OLUSTEE,25917,8,EASTERN TEMPERATE FORESTS
DUPUIS W.E.A,25919,8,EASTERN TEMPERATE FORESTS
CHASSAHOWITZ,25922,8,EASTERN TEMPERATE FORESTS
HARRIETTS BL,27001,8,EASTERN TEMPERATE FORESTS
DARIEN,27003,8,EASTERN TEMPERATE FORESTS
STOCKTON,27004,8,EASTERN TEMPERATE FORESTS
BAXLEY,27005,8,EASTERN TEMPERATE FORESTS
FOWLSTOWN,27006,8,EASTERN TEMPERATE FORESTS
FITZGERALD,27007,8,EASTERN TEMPERATE FORESTS
EVERETT CITY,27008,8,EASTERN TEMPERATE FORESTS
COURTHOUSE,27009,8,EASTERN TEMPERATE FORESTS
CUTHBERT,27010,8,EASTERN TEMPERATE FORESTS
WRIGHTSVILLE,27013,8,EASTERN TEMPERATE FORESTS
HAWKINSVILLE,27014,8,EASTERN TEMPERATE FORESTS
FORSYTH,27015,8,EASTERN TEMPERATE FORESTS
CREST,27016,8,EASTERN TEMPERATE FORESTS
MAXEYS,27020,8,EASTERN TEMPERATE FORESTS
NEWTON,27021,8,EASTERN TEMPERATE FORESTS
ATHENS,27024,8,EASTERN TEMPERATE FORESTS
COTTON,27025,8,EASTERN TEMPERATE FORESTS
OAKMAN,27026,8,EASTERN TEMPERATE FORESTS
CARTERSVILLE,27027,8,EASTERN TEMPERATE FORESTS
HENDERSON,27028,8,EASTERN TEMPERATE FORESTS
DOLES,27029,8,EASTERN TEMPERATE FORESTS
BALDWIN,27030,8,EASTERN TEMPERATE FORESTS
SILOAM,27031,8,EASTERN TEMPERATE FORESTS
GROVETOWN,27032,8,EASTERN TEMPERATE FORESTS
LACROSS,27033,8,EASTERN TEMPERATE FORESTS
MACON,27035,8,EASTERN TEMPERATE FORESTS
BOWDON,27036,8,EASTERN TEMPERATE FORESTS
LINWOOD,27037,8,EASTERN TEMPERATE FORESTS
TAZEWELL,27038,8,EASTERN TEMPERATE FORESTS
SHANNON,27039,8,EASTERN TEMPERATE FORESTS
BAXTER,27040,8,EASTERN TEMPERATE FORESTS
HIRAM,27043,8,EASTERN TEMPERATE FORESTS
STOCKBRIDGE,27044,8,EASTERN TEMPERATE FORESTS
RUTLEDGE,27045,8,EASTERN TEMPERATE FORESTS
JULIETTE,27046,8,EASTERN TEMPERATE FORESTS
WASHINGTON,27047,8,EASTERN TEMPERATE FORESTS
DEEPSTEP,27048,8,EASTERN TEMPERATE FORESTS
FINLEYSON,27049,8,EASTERN TEMPERATE FORESTS
RENTZ,27050,8,EASTERN TEMPERATE FORESTS
WADLEY,27051,8,EASTERN TEMPERATE FORESTS
PITTS,27052,8,EASTERN TEMPERATE FORESTS
WORKMORE,27053,8,EASTERN TEMPERATE FORESTS
DOVER,27054,8,EASTERN TEMPERATE FORESTS
BOSTON,27057,8,EASTERN TEMPERATE FORESTS
FOLKS,27102,8,EASTERN TEMPERATE FORESTS
PINEORA,27111,8,EASTERN TEMPERATE FORESTS
VIDALIA,27112,8,EASTERN TEMPERATE FORESTS
WARE CO,27117,8,EASTERN TEMPERATE FORESTS
WHITESBURG,27123,8,EASTERN TEMPERATE FORESTS
COFFEE CO,27155,8,EASTERN TEMPERATE FORESTS
RICEBORO,27156,8,EASTERN TEMPERATE FORESTS
NAPLES,33001,6,NORTHWESTERN FORESTED MOUNTAINS
AVERY,33003,6,NORTHWESTERN FORESTED MOUNTAINS
GIFFORD,33004,6,NORTHWESTERN FORESTED MOUNTAINS
NEZPERCE,33005,6,NORTHWESTERN FORESTED MOUNTAINS
LOLO PASS,33006,6,NORTHWESTERN FORESTED MOUNTAINS
GRANGEVILLE,33007,6,NORTHWESTERN FORESTED MOUNTAINS
GOLDEN,33008,6,NORTHWESTERN FORESTED MOUNTAINS
BAKER,33010,6,NORTHWESTERN FORESTED MOUNTAINS
CAPE HORN,33012,6,NORTHWESTERN FORESTED MOUNTAINS
CHALLIS,33013,6,NORTHWESTERN FORESTED MOUNTAINS
LEADORE,33014,6,NORTHWESTERN FORESTED MOUNTAINS
CENTERVILLE,33018,6,NORTHWESTERN FORESTED MOUNTAINS
CRATERS,33020,10,NORTH AMERICAN DESERTS
RIRIE,33022,10,NORTH AMERICAN DESERTS
TRIANGLE,33023,10,NORTH AMERICAN DESERTS
MAGIC MTN,33025,10,NORTH AMERICAN DESERTS
POCATELLO,33027,10,NORTH AMERICAN DESERTS
COOLIN,33029,6,NORTHWESTERN FORESTED MOUNTAINS
CABARTON,33111,6,NORTHWESTERN FORESTED MOUNTAINS
PASADENA VAL,33124,10,NORTH AMERICAN DESERTS
MARBLE CREEK,33202,6,NORTHWESTERN FORESTED MOUNTAINS
JOEL,33204,10,NORTH AMERICAN DESERTS
PIERCE,33205,6,NORTHWESTERN FORESTED MOUNTAINS
SALMON RIVER,33207,6,NORTHWESTERN FORESTED MOUNTAINS
BURGDORF,33208,6,NORTHWESTERN FORESTED MOUNTAINS
COBALT,33209,6,NORTHWESTERN FORESTED MOUNTAINS
YELLOW PINE,33212,6,NORTHWESTERN FORESTED MOUNTAINS
SUNBEAM,33213,6,NORTHWESTERN FORESTED MOUNTAINS
IRON SPRINGS,33214,6,NORTHWESTERN FORESTED MOUNTAINS
SILVER CITY,33217,10,NORTH AMERICAN DESERTS
FEATHERVILLE,33218,6,NORTHWESTERN FORESTED MOUNTAINS
PICABO,33219,10,NORTH AMERICAN DESERTS
CAREY,33220,10,NORTH AMERICAN DESERTS
DOUGAL RES,33223,10,NORTH AMERICAN DESERTS
HOT SPRING,33224,10,NORTH AMERICAN DESERTS
CEDAR HILL,33225,10,NORTH AMERICAN DESERTS
ALMO,33226,10,NORTH AMERICAN DESERTS
DANIELS RES,33227,10,NORTH AMERICAN DESERTS
PRESTON,33228,10,NORTH AMERICAN DESERTS
LOST RIVER,33902,10,NORTH AMERICAN DESERTS
KYLE CANYON,33903,10,NORTH AMERICAN DESERTS
CIRCULAR BU,33904,10,NORTH AMERICAN DESERTS
N FORK CDA R,33906,6,NORTHWESTERN FORESTED MOUNTAINS
ROCHAT DIVDE,33907,6,NORTHWESTERN FORESTED MOUNTAINS
GUILFORD,34001,8,EASTERN TEMPERATE FORESTS
HOLCOMB,34003,8,EASTERN TEMPERATE FORESTS
ATKINSON,34007,8,EASTERN TEMPERATE FORESTS
GENESEO,34008,8,EASTERN TEMPERATE FORESTS
PUTNAM,34009,8,EASTERN TEMPERATE FORESTS
COMPTON,34012,8,EASTERN TEMPERATE FORESTS
STREATOR,34013,8,EASTERN TEMPERATE FORESTS
WAYNE,34014,8,EASTERN TEMPERATE FORESTS
ESSEX,34015,8,EASTERN TEMPERATE FORESTS
NEWARK,34016,8,EASTERN TEMPERATE FORESTS
SHERBURNVILL,34017,8,EASTERN TEMPERATE FORESTS
NEW LENOX,34018,8,EASTERN TEMPERATE FORESTS
GULFPORT,34019,8,EASTERN TEMPERATE FORESTS
STILLWELL,34020,8,EASTERN TEMPERATE FORESTS
CHANDLERVILL,34021,8,EASTERN TEMPERATE FORESTS
TERRE HAUTE,34022,8,EASTERN TEMPERATE FORESTS
WILLIAMSFLD,34023,8,EASTERN TEMPERATE FORESTS
CAMERON,34024,8,EASTERN TEMPERATE FORESTS
BARTONVILLE,34025,8,EASTERN TEMPERATE FORESTS
MONICA,34026,8,EASTERN TEMPERATE FORESTS
DEER CREEK,34027,8,EASTERN TEMPERATE FORESTS
MACKINAW,34028,8,EASTERN TEMPERATE FORESTS
MINONK,34029,8,EASTERN TEMPERATE FORESTS
MONTICELLO,34030,8,EASTERN TEMPERATE FORESTS
FAIRBURY,34031,8,EASTERN TEMPERATE FORESTS
PONTIAC,34032,8,EASTERN TEMPERATE FORESTS
DAILEY,34033,8,EASTERN TEMPERATE FORESTS
MILFORD,34034,8,EASTERN TEMPERATE FORESTS
BLUFF SPGS,34036,8,EASTERN TEMPERATE FORESTS
ATHENSVILLE,34037,8,EASTERN TEMPERATE FORESTS
CONCORD,34038,8,EASTERN TEMPERATE FORESTS
BELLEVIEW,34039,8,EASTERN TEMPERATE FORESTS
CLARKSDALE,34041,8,EASTERN TEMPERATE FORESTS
ROSAMOND,34042,8,EASTERN TEMPERATE FORESTS
FAIRLAND,34044,8,EASTERN TEMPERATE FORESTS
JANESVILLE,34045,8,EASTERN TEMPERATE FORESTS
BRADBURY,34046,8,EASTERN TEMPERATE FORESTS
HUMBOLDT,34047,8,EASTERN TEMPERATE FORESTS
MARTINSVILLE,34048,8,EASTERN TEMPERATE FORESTS
COLUMBIA,34049,8,EASTERN TEMPERATE FORESTS
MASCOUTAH LK,34050,8,EASTERN TEMPERATE FORESTS
BEAUCOUP,34053,8,EASTERN TEMPERATE FORESTS
BRNT PRAIRIE,34054,8,EASTERN TEMPERATE FORESTS
MT VERNON,34055,8,EASTERN TEMPERATE FORESTS
OLNEY,34056,8,EASTERN TEMPERATE FORESTS
FLORA,34057,8,EASTERN TEMPERATE FORESTS
BIRDS,34058,8,EASTERN TEMPERATE FORESTS
BREMEN,34060,8,EASTERN TEMPERATE FORESTS
BELKNAP,34061,8,EASTERN TEMPERATE FORESTS
DELWOOD,34062,8,EASTERN TEMPERATE FORESTS
BEAVERDAM LK,34063,8,EASTERN TEMPERATE FORESTS
ROBINSON,34064,8,EASTERN TEMPERATE FORESTS
SHANNON,34065,8,EASTERN TEMPERATE FORESTS
CALEDONIA,34066,8,EASTERN TEMPERATE FORESTS
SHERRARD,34067,8,EASTERN TEMPERATE FORESTS
TROY GROVE,34068,8,EASTERN TEMPERATE FORESTS
SENECA,34069,8,EASTERN TEMPERATE FORESTS
CAMP POINT,34070,8,EASTERN TEMPERATE FORESTS
GREENVIEW,34072,8,EASTERN TEMPERATE FORESTS
LE ROY,34073,8,EASTERN TEMPERATE FORESTS
ELDRED,34074,8,EASTERN TEMPERATE FORESTS
NILWOOD,34075,8,EASTERN TEMPERATE FORESTS
YALE,34076,8,EASTERN TEMPERATE FORESTS
YORK,34077,8,EASTERN TEMPERATE FORESTS
DARMSTADT,34078,8,EASTERN TEMPERATE FORESTS
BROWNVILLE,34079,8,EASTERN TEMPERATE FORESTS
CAVE IN ROCK,34081,8,EASTERN TEMPERATE FORESTS
HEBRON,35002,8,EASTERN TEMPERATE FORESTS
KNOX,35004,8,EASTERN TEMPERATE FORESTS
KEWANNA,35005,8,EASTERN TEMPERATE FORESTS
MIDDLEBURY,35006,8,EASTERN TEMPERATE FORESTS
COLUMBIA CTY,35007,8,EASTERN TEMPERATE FORESTS
ELLIS,35009,8,EASTERN TEMPERATE FORESTS
FOWLER,35010,8,EASTERN TEMPERATE FORESTS
W LAFAYETTE,35011,8,EASTERN TEMPERATE FORESTS
MONTICELLO,35012,8,EASTERN TEMPERATE FORESTS
GALVESTON,35013,8,EASTERN TEMPERATE FORESTS
THORNTOWN,35014,8,EASTERN TEMPERATE FORESTS
MIDDLETOWN,35016,8,EASTERN TEMPERATE FORESTS
SWAYZEE,35018,8,EASTERN TEMPERATE FORESTS
WABASH,35019,8,EASTERN TEMPERATE FORESTS
BERNE,35020,8,EASTERN TEMPERATE FORESTS
PIMENTO,35021,8,EASTERN TEMPERATE FORESTS
BRAZIL,35022,8,EASTERN TEMPERATE FORESTS
BELMONT,35023,8,EASTERN TEMPERATE FORESTS
FRIENDSWOOD,35024,8,EASTERN TEMPERATE FORESTS
JAMESTOWN,35025,8,EASTERN TEMPERATE FORESTS
SPENCER,35026,8,EASTERN TEMPERATE FORESTS
AZALIA,35027,8,EASTERN TEMPERATE FORESTS
SEXTON,35028,8,EASTERN TEMPERATE FORESTS
MILROY,35029,8,EASTERN TEMPERATE FORESTS
SHELBYVILLE,35030,8,EASTERN TEMPERATE FORESTS
BROOKVILLE,35031,8,EASTERN TEMPERATE FORESTS
WASHINGTON,35032,8,EASTERN TEMPERATE FORESTS
CUMBACK,35033,8,EASTERN TEMPERATE FORESTS
MILLERSBURG,35034,8,EASTERN TEMPERATE FORESTS
INDIAN SPGS,35035,8,EASTERN TEMPERATE FORESTS
CELESTINE,35036,8,EASTERN TEMPERATE FORESTS
CLEAR SPRING,35037,8,EASTERN TEMPERATE FORESTS
NEW PHILA,35038,8,EASTERN TEMPERATE FORESTS
CORYDON,35039,8,EASTERN TEMPERATE FORESTS
VEVAY,35040,8,EASTERN TEMPERATE FORESTS
SCOTTSBURG,35041,8,EASTERN TEMPERATE FORESTS
EVANSVILLE,35042,8,EASTERN TEMPERATE FORESTS
LAKEVILLE,35103,8,EASTERN TEMPERATE FORESTS
KOKOMO,35115,8,EASTERN TEMPERATE FORESTS
INDIANA DUNE,35901,8,EASTERN TEMPERATE FORESTS
MT HAMILL,36001,9,GREAT PLAINS
EXLINE,36002,9,GREAT PLAINS
MELROSE,36003,9,GREAT PLAINS
BEDFORD,36004,9,GREAT PLAINS
BRYANT,36006,9,GREAT PLAINS
WEST LIBERTY,36007,9,GREAT PLAINS
BROOKLYN,36009,9,GREAT PLAINS
WILLIAMSBURG,36010,9,GREAT PLAINS
RED ROCK,36011,9,GREAT PLAINS
NEOLA,36015,9,GREAT PLAINS
MAQUOKETA,36017,9,GREAT PLAINS
PRAIRIEBURG,36019,9,GREAT PLAINS
HUDSON,36020,9,GREAT PLAINS
DINSDALE,36021,9,GREAT PLAINS
KANAWHA,36022,9,GREAT PLAINS
SCRANTON,36024,9,GREAT PLAINS
CLARE,36025,9,GREAT PLAINS
PIERSON,36026,9,GREAT PLAINS
WASHTA,36027,9,GREAT PLAINS
SIOUX CITY,36028,9,GREAT PLAINS
FESTINA,36029,8,EASTERN TEMPERATE FORESTS
DAVIS CORNER,36030,9,GREAT PLAINS
TITONKA,36032,9,GREAT PLAINS
GAZA,36033,9,GREAT PLAINS
ROCK VALLEY,36034,9,GREAT PLAINS
MCCALLSBURG,36123,9,GREAT PLAINS
BURCHINAL,36131,9,GREAT PLAINS
MELROSE,38001,9,GREAT PLAINS
GALESBURG,38002,9,GREAT PLAINS
HUMBOLDT,38003,9,GREAT PLAINS
LAPLAND,38004,9,GREAT PLAINS
WELLINGTON,38006,9,GREAT PLAINS
DALTON,38007,9,GREAT PLAINS
ST JOHN,38008,9,GREAT PLAINS
COATS,38009,9,GREAT PLAINS
COLDWATER,38010,9,GREAT PLAINS
ASHLAND,38011,9,GREAT PLAINS
LAKIN,38012,9,GREAT PLAINS
OLATHE,38013,9,GREAT PLAINS
DOVER,38014,9,GREAT PLAINS
BARCLAY,38015,9,GREAT PLAINS
WREFORD,38016,9,GREAT PLAINS
ELLINOR,38017,9,GREAT PLAINS
BUCKEYE,38019,9,GREAT PLAINS
ALBERT,38020,9,GREAT PLAINS
KANOPOLIS,38021,9,GREAT PLAINS
GRAY,38022,9,GREAT PLAINS
HAYS,38023,9,GREAT PLAINS
WALLACE,38024,9,GREAT PLAINS
LEOVILLE,38025,9,GREAT PLAINS
GRANTVILLE,38026,9,GREAT PLAINS
ROCK CREEK,38027,9,GREAT PLAINS
HANOVER,38028,9,GREAT PLAINS
SENECA,38029,9,GREAT PLAINS
HOLLENBERG,38030,9,GREAT PLAINS
MINNEAPOLIS,38031,9,GREAT PLAINS
COVERT,38032,9,GREAT PLAINS
PHILLIPSBURG,38034,9,GREAT PLAINS
LOGAN,38035,9,GREAT PLAINS
GOVE,38036,9,GREAT PLAINS
MISSLER,38037,9,GREAT PLAINS
RULETON,38038,9,GREAT PLAINS
LONGTON,38105,9,GREAT PLAINS
SOLOMON,38118,9,GREAT PLAINS
CUMBERLND GP,39001,8,EASTERN TEMPERATE FORESTS
LOVELACEVILE,39002,8,EASTERN TEMPERATE FORESTS
SHILOH,39003,8,EASTERN TEMPERATE FORESTS
CANTON,39004,8,EASTERN TEMPERATE FORESTS
KEYSBURG,39005,8,EASTERN TEMPERATE FORESTS
CEDAR GROVE,39006,8,EASTERN TEMPERATE FORESTS
SULPHUR LICK,39008,8,EASTERN TEMPERATE FORESTS
HEGIRA,39009,8,EASTERN TEMPERATE FORESTS
SUNNYBROOK,39010,8,EASTERN TEMPERATE FORESTS
MONTICELLO,39011,8,EASTERN TEMPERATE FORESTS
PIPPA PASSES,39015,8,EASTERN TEMPERATE FORESTS
MCKEE,39016,8,EASTERN TEMPERATE FORESTS
KINGS MTN,39021,8,EASTERN TEMPERATE FORESTS
HUSTONVILLE,39022,8,EASTERN TEMPERATE FORESTS
MCBRAYER,39023,8,EASTERN TEMPERATE FORESTS
MERRIMAC,39025,8,EASTERN TEMPERATE FORESTS
JOHNSONVILLE,39026,8,EASTERN TEMPERATE FORESTS
DEMUNBRUNS,39028,8,EASTERN TEMPERATE FORESTS
GATEWOOD,39029,8,EASTERN TEMPERATE FORESTS
HUDSON,39030,8,EASTERN TEMPERATE FORESTS
EASTVIEW,39031,8,EASTERN TEMPERATE FORESTS
JOY,39036,8,EASTERN TEMPERATE FORESTS
GOSHEN,39038,8,EASTERN TEMPERATE FORESTS
GLENCOE,39039,8,EASTERN TEMPERATE FORESTS
BUENA VISTA,39040,8,EASTERN TEMPERATE FORESTS
PORTER,39041,8,EASTERN TEMPERATE FORESTS
SEWELL SHOP,39042,8,EASTERN TEMPERATE FORESTS
PLUM,39043,8,EASTERN TEMPERATE FORESTS
EAST UNION,39044,8,EASTERN TEMPERATE FORESTS
STAFFORDSVIL,39114,8,EASTERN TEMPERATE FORESTS
CAMPTON,39117,8,EASTERN TEMPERATE FORESTS
PLEASUREVILL,39137,8,EASTERN TEMPERATE FORESTS
CARTER,39145,8,EASTERN TEMPERATE FORESTS
FREETOWN,42003,8,EASTERN TEMPERATE FORESTS
ROSELAND,42009,8,EASTERN TEMPERATE FORESTS
BICKHAM,42010,8,EASTERN TEMPERATE FORESTS
KEYSTONE,42011,8,EASTERN TEMPERATE FORESTS
PLETTENBERG,42012,8,EASTERN TEMPERATE FORESTS
DE RIDDER,42016,8,EASTERN TEMPERATE FORESTS
SHAW,42017,8,EASTERN TEMPERATE FORESTS
MAYFLOWER,42018,8,EASTERN TEMPERATE FORESTS
CLAY,42026,8,EASTERN TEMPERATE FORESTS
LONGSTREET,42027,8,EASTERN TEMPERATE FORESTS
GLENCOE,42030,8,EASTERN TEMPERATE FORESTS
ESTHER,42031,9,GREAT PLAINS
GREENSBERG,42032,8,EASTERN TEMPERATE FORESTS
RAMAH,42033,8,EASTERN TEMPERATE FORESTS
MAURICE,42034,9,GREAT PLAINS
TROUT,42036,8,EASTERN TEMPERATE FORESTS
FLOYD,42038,8,EASTERN TEMPERATE FORESTS
GONZALES,42053,8,EASTERN TEMPERATE FORESTS
RICHARD,42055,9,GREAT PLAINS
WOMACK,42062,8,EASTERN TEMPERATE FORESTS
BETAIR,42101,8,EASTERN TEMPERATE FORESTS
GRAND ISLE,42102,8,EASTERN TEMPERATE FORESTS
KRAEMER,42104,8,EASTERN TEMPERATE FORESTS
BERWICK,42105,8,EASTERN TEMPERATE FORESTS
LTL CHENIER,42106,9,GREAT PLAINS
VILLE PLATTE,42113,9,GREAT PLAINS
BURR FERRY,42122,8,EASTERN TEMPERATE FORESTS
CHENIERE,42125,8,EASTERN TEMPERATE FORESTS
HAUGHTON,42128,8,EASTERN TEMPERATE FORESTS
PEARL RIVER,42208,8,EASTERN TEMPERATE FORESTS
NATCHEZ,42221,8,EASTERN TEMPERATE FORESTS
ATCHAFALAYA,42905,8,EASTERN TEMPERATE FORESTS
CAPE NEDDICK,44001,8,EASTERN TEMPERATE FORESTS
WESTBROOK,44002,8,EASTERN TEMPERATE FORESTS
BIDDEFORD,44003,8,EASTERN TEMPERATE FORESTS
KITTERY PT,44004,8,EASTERN TEMPERATE FORESTS
NEWCASTLE,44005,8,EASTERN TEMPERATE FORESTS
WILSON MILLS,44006,5,NORTHERN FORESTS
BETHEL,44007,5,NORTHERN FORESTS
GREENWOOD,44009,5,NORTHERN FORESTS
REEDS,44010,5,NORTHERN FORESTS
SOUTH ARM,44011,5,NORTHERN FORESTS
OTISFIELD GR,44012,5,NORTHERN FORESTS
HARTFORD,44013,5,NORTHERN FORESTS
BOWDOIN CTR,44014,8,EASTERN TEMPERATE FORESTS
EAST TROY,44016,8,EASTERN TEMPERATE FORESTS
FREEDOM,44018,8,EASTERN TEMPERATE FORESTS
BROOKS,44021,8,EASTERN TEMPERATE FORESTS
HERMON,44022,8,EASTERN TEMPERATE FORESTS
EASTBROOK,44023,8,EASTERN TEMPERATE FORESTS
HANCOCK,44024,8,EASTERN TEMPERATE FORESTS
AURORA,44026,8,EASTERN TEMPERATE FORESTS
COOPER,44027,8,EASTERN TEMPERATE FORESTS
DEBLOIS,44028,8,EASTERN TEMPERATE FORESTS
MOOSE RIVER,44030,5,NORTHERN FORESTS
CARRYING PL,44031,5,NORTHERN FORESTS
CARRABASSETT,44032,5,NORTHERN FORESTS
CHARLESTON,44033,8,EASTERN TEMPERATE FORESTS
SEBOOMOOK LK,44035,5,NORTHERN FORESTS
GREENVILLE,44036,5,NORTHERN FORESTS
WINN,44038,8,EASTERN TEMPERATE FORESTS
WYTOPITLOCK,44039,8,EASTERN TEMPERATE FORESTS
BENEDICTA,44040,8,EASTERN TEMPERATE FORESTS
MEDWAY,44041,8,EASTERN TEMPERATE FORESTS
HUDSON,44042,8,EASTERN TEMPERATE FORESTS
GRND LK STRM,44043,8,EASTERN TEMPERATE FORESTS
FOREST STA,44045,8,EASTERN TEMPERATE FORESTS
LUDLOW,44048,8,EASTERN TEMPERATE FORESTS
WASHBURN,44049,8,EASTERN TEMPERATE FORESTS
HORSE MTN,44050,5,NORTHERN FORESTS
ASHLAND,44051,8,EASTERN TEMPERATE FORESTS
BOUNDARY,44052,8,EASTERN TEMPERATE FORESTS
FT FAIRFIELD,44053,8,EASTERN TEMPERATE FORESTS
ST DAVID,44054,8,EASTERN TEMPERATE FORESTS
WEEKS BROOK,44056,5,NORTHERN FORESTS
TELOS,44057,5,NORTHERN FORESTS
PRIESTLY BR.,44058,5,NORTHERN FORESTS
YANKEETULADI,44060,5,NORTHERN FORESTS
ROME,44115,8,EASTERN TEMPERATE FORESTS
JEFFERSON,44117,8,EASTERN TEMPERATE FORESTS
CHURCH HILL,44120,8,EASTERN TEMPERATE FORESTS
NESOWADNEHUN,44134,5,NORTHERN FORESTS
TOPSFIELD,44144,8,EASTERN TEMPERATE FORESTS
HERON LAKE,44147,5,NORTHERN FORESTS
POTOMAC PARK,46005,8,EASTERN TEMPERATE FORESTS
WILLIAMSPORT,46006,8,EASTERN TEMPERATE FORESTS
EMMITSBURG,46009,8,EASTERN TEMPERATE FORESTS
OLNEY,46011,8,EASTERN TEMPERATE FORESTS
WARFIELDSBRG,46013,8,EASTERN TEMPERATE FORESTS
RANDALLSTOWN,46018,8,EASTERN TEMPERATE FORESTS
HUGHESVILLE,46029,8,EASTERN TEMPERATE FORESTS
THEODORE,46032,8,EASTERN TEMPERATE FORESTS
MILLINGTON,46035,8,EASTERN TEMPERATE FORESTS
EASTON,46040,8,EASTERN TEMPERATE FORESTS
HONGA,46042, , 
VIENNA,46044,8,EASTERN TEMPERATE FORESTS
MARDELA,46046,8,EASTERN TEMPERATE FORESTS
COKESBURY,46047,8,EASTERN TEMPERATE FORESTS
NEWARK,46048,8,EASTERN TEMPERATE FORESTS
JENNINGS,46051,8,EASTERN TEMPERATE FORESTS
PINEY GROVE,46055,8,EASTERN TEMPERATE FORESTS
WHEATON,46110,8,EASTERN TEMPERATE FORESTS
IJAMSVILLE,46112,8,EASTERN TEMPERATE FORESTS
DAVIDSNVILLE,46123,8,EASTERN TEMPERATE FORESTS
PR FREDERICK,46126,8,EASTERN TEMPERATE FORESTS
BERLIN,46149,8,EASTERN TEMPERATE FORESTS
E DENNIS,47001,8,EASTERN TEMPERATE FORESTS
PRATTVILLE,47005,8,EASTERN TEMPERATE FORESTS
BROCKTON,47006,8,EASTERN TEMPERATE FORESTS
NEWBURYPORT,47007, , 
MAYNARD,47008,8,EASTERN TEMPERATE FORESTS
LITTLETON,47009,8,EASTERN TEMPERATE FORESTS
N OXFORD,47010,8,EASTERN TEMPERATE FORESTS
MANSFIELD,47011,8,EASTERN TEMPERATE FORESTS
BELCHERTOWN,47014,8,EASTERN TEMPERATE FORESTS
N ORANGE,47017,5,NORTHERN FORESTS
CHESTERFIELD,47019,5,NORTHERN FORESTS
PITTSFIELD,47021,5,NORTHERN FORESTS
GAY HEAD,47102,8,EASTERN TEMPERATE FORESTS
N. ANDOVER,47113,8,EASTERN TEMPERATE FORESTS
ONTONAGON,49001,5,NORTHERN FORESTS
